km_por_ano,idade_modelo,preco,vendido
30899.328,16,59919.38,1
12453.07292,19,98076.26,1
23018.39002,18,97051.88,0
36831.35524,24,31384.59,1
16838.52442,24,100902.05,1
21708.38726,17,52934.42,1
24288.15928,21,78931.13,0
17129.81496,26,82494.0,1
21819.43172,26,52238.42,1
20390.3378,22,53840.35,1
24038.71158,15,35711.03,1
22714.22476,17,81582.81,0
20763.70468,24,83509.77,1
17881.37674,25,32167.57,1
15351.49426,13,114609.66,1
19168.84874,24,54940.25,0
13166.01054,25,100368.11,1
28462.78724,15,48481.31,0
10138.842,25,68456.86,0
33382.53962,15,81234.8,0
15359.54096,25,27338.23,1
33846.02954,13,83224.59,0
33710.84498,26,16021.54,1
21841.96248,23,110580.13,0
27989.64128,14,80300.46,0
29372.06434,11,103801.19,0
19394.15634,20,55874.91,1
22200.8453,26,46315.44,0
25234.4512,21,75938.53,0
25411.4786,16,55401.34,1
9298.76652,19,65761.48,0
10814.7648,25,27817.54,1
13912.7443,25,19850.82,1
32141.73848,10,95755.37,0
18797.0912,14,40400.53,1
26921.03952,20,110690.57,1
28937.54254,23,27716.48,1
32742.0223,20,70343.39,0
12364.55922,16,98412.88,0
38450.35128,23,80541.59,0
21652.06036,17,96096.25,0
32075.75554,23,77244.26,0
21896.68004,18,68299.71,0
17062.22268,19,111244.38,0
14038.27282,19,90401.7,1
18163.01124,19,26955.05,1
29166.06882,15,60646.51,0
18191.97936,21,83964.09,1
15872.92042,24,84740.57,0
19131.83392,24,70549.92,0
15240.4498,18,55664.61,1
15971.09016,25,40858.27,1
27777.2084,22,37208.98,1
19902.70778,26,106805.75,1
20031.45498,22,85981.58,1
21433.19012,17,90746.74,0
39464.23548,17,25530.37,1
20042.72036,26,42114.38,1
36303.49172,22,62955.76,0
27143.12844,14,62601.2,0
15779.5787,25,14413.13,1
24547.26302,12,57965.53,1
19579.23044,18,63861.1,1
29003.52548,26,32423.59,1
27086.80154,24,43559.2,1
20528.74104,16,104052.72,1
9131.39516,22,68838.93,1
27307.28112,20,85783.86,0
23000.68728,25,88167.15,0
22780.2077,19,42538.65,1
17506.40052,26,97880.4,0
22410.0595,24,62681.06,0
13265.78962,26,52926.99,1
20494.9449,21,67329.21,1
12794.253,19,20846.59,1
27154.39382,25,58939.63,1
12641.3657,12,88674.81,0
25313.30886,17,49765.05,1
23351.5234,22,41307.46,1
15935.68468,16,45362.91,1
19790.05398,24,50057.74,1
14609.58852,22,44310.77,1
38493.80346,22,51853.51,1
26039.1212,17,65149.93,0
32664.773979999998,20,85506.78,0
32138.5198,25,71596.17,0
16082.13462,19,55055.51,1
24862.69366,10,49025.81,1
24218.95766,22,60821.74,0
37203.11278,20,81831.6,0
18929.05708,15,82521.32,1
25403.4319,11,78328.58,0
30545.2732,25,31185.41,1
14997.43946,19,61411.58,0
27053.0054,20,66153.58,0
24048.36762,21,55137.78,1
33649.69006,20,50513.62,0
34649.0902,21,35149.84,1
28026.6561,21,83297.56,0
12235.81202,20,93908.17,0
22091.41018,16,104612.09,1
18912.96368,24,55070.37,0
20316.30816,12,82861.88,0
24457.13998,24,41954.96,1
22612.83634,22,106143.54,1
19885.00504,23,96169.66,0
24418.51582,22,51913.4,0
12985.76446,22,59815.67,1
23969.50996,26,90189.83,0
26183.9618,20,86648.92,0
28752.46844,26,25472.09,1
20567.3652,25,23477.18,1
25070.29852,18,88926.53,0
19089.99108,19,47535.86,0
21203.0545,24,52835.52,1
37075.97492,18,60396.79,0
24228.6137,15,47491.72,1
13690.65538,26,55869.47,0
10331.9628,14,44250.73,1
24658.30748,26,27710.15,1
27220.37676,16,114701.35,0
31147.16636,21,56185.73,1
27775.59906,21,52716.99,1
16437.79876,23,30496.76,1
42538.07488,24,30686.29,1
15758.65728,21,55129.13,0
24770.96128,14,29643.29,1
19833.50616,21,68762.98,0
17545.02468,12,82962.29,1
22128.425,25,16907.72,1
19225.17564,22,30812.73,1
25112.14136,11,46181.5,1
14398.76498,17,54531.19,0
13418.67692,26,96511.12,0
37608.66646,19,57887.84,1
36412.92684,18,63543.24,0
25440.44672,24,45855.28,1
20501.38226,14,77605.68,1
16029.0264,24,17118.01,1
8844.932639999999,25,96670.08,1
15703.93972,19,43224.35,1
20068.4698,25,60916.85,1
17960.2344,24,64801.02,0
27221.9861,18,52450.74,1
13190.15064,21,60177.16,0
27461.77776,18,100429.64,1
29421.95388,26,69907.81,1
24152.97472,21,58367.72,0
25622.30214,18,92028.22,0
30934.73348,22,21990.03,1
21077.52598,20,67815.16,0
9281.06378,17,107739.84,0
21465.37692,23,34201.64,1
25543.44448,12,77844.32,0
33060.67162,23,29576.99,1
26557.32868,19,53445.79,1
39718.5112,26,63403.84,0
38001.34542,15,45854.85,0
16677.59042,17,37776.96,1
22402.0128,16,114977.51,1
15995.23026,26,94770.54,0
16428.14272,17,39677.04,1
26721.48136,19,68765.21,0
22467.99574,14,60557.45,1
20277.684,22,52459.5,1
25607.81808,22,101767.23,0
31792.5117,26,45658.62,1
22054.39536,24,97645.54,0
12456.2916,22,79332.74,0
31613.87496,24,71344.99,0
32383.13948,24,96267.37,0
22817.22252,12,97742.8,1
19679.00952,26,71730.69,0
24040.32092,24,92118.45,0
13320.50718,17,86895.79,0
17059.004,21,80811.89,1
22765.72364,17,60301.19,0
14244.26834,22,72823.12,0
17945.75034,24,64421.22,1
27669.38262,19,97257.56,0
28559.34764,21,86046.63,0
18776.16978,20,66538.26,0
32901.34696,10,55775.43,0
19302.42396,16,75998.38,0
16291.34882,11,41081.74,0
30743.22202,19,59857.03,1
60179.65996,11,64190.79,0
17055.78532,17,73410.03,0
18780.9978,15,99430.17,1
22772.161,21,50957.91,1
31077.96474,21,84360.9,0
25895.88994,16,93693.78,0
29273.8946,17,50087.6,1
38493.80346,19,44378.87,1
28821.67006,21,95736.89,0
19672.57216,22,25309.79,1
24561.74708,20,89301.89,0
32981.81396,24,37872.08,1
22487.307819999998,14,32015.55,1
12548.02398,24,53270.42,0
19015.96144,15,35354.08,1
37904.78502,17,102614.05,1
19218.73828,24,60686.91,1
27239.68884,22,32230.06,1
18494.53528,21,28056.3,1
21645.623,12,80387.31,0
25897.49928,26,90394.28,0
22900.9082,21,78238.12,1
15512.42826,24,20636.39,1
10275.6359,15,62340.6,1
21697.12188,19,91123.54,0
21201.44516,23,16043.96,1
25533.78844,17,51197.87,1
19104.47514,18,74060.87,0
28380.7109,25,32222.66,1
29718.07244,18,26129.87,1
28691.31352,23,88099.83,0
17676.99056,22,81441.14,1
15522.0843,18,69025.81,1
14698.10222,24,43005.66,1
10713.37638,17,72457.14,0
17714.00538,9,61418.1,0
25572.4126,16,95856.58,1
15646.00348,23,47468.8,1
12403.18338,24,57628.09,1
19252.53442,25,67773.9,0
28198.85548,22,27983.28,1
18555.6902,25,30048.86,1
16909.33538,23,69954.14,1
21381.69124,25,68798.47,0
14929.84718,13,96111.84,1
27312.10914,25,98987.32,0
34626.55944,25,93424.64,0
16349.28506,23,51221.41,1
9483.84062,19,50693.66,0
27316.93716,24,60867.55,0
18351.30402,24,33329.29,1
19130.22458,25,86023.79,1
34013.4009,21,38155.67,1
30696.55116,22,72108.55,0
23526.94146,21,87508.53,0
15407.82116,17,101103.66,1
24122.39726,19,71912.15,1
31232.46138,17,75682.44,0
15451.27334,16,49830.26,1
23219.55752,14,96731.56,0
29418.7352,22,80440.24,0
21014.76172,18,62700.93,0
22432.59026,24,75160.29,1
32209.33076,18,104705.85,1
17231.20338,21,90899.86,1
41511.31596,24,103643.22,0
20659.09758,25,89084.24,1
20969.7002,21,88657.86,0
32106.333,13,61331.48,0
26058.43328,23,41625.0,0
23948.58854,26,30430.91,1
23779.60784,21,79290.13,1
20509.42896,12,108974.78,0
20942.34142,13,105346.4,0
27461.77776,19,25477.08,1
18426.943,17,91190.27,0
16680.8091,12,65653.57,1
9619.02518,18,93325.37,0
23580.04968,25,90110.38,0
38340.91616,13,86579.53,0
25145.9375,25,43509.27,0
19510.02882,24,43966.31,1
19696.71226,24,38979.54,1
20794.28214,23,58125.86,1
63127.97084,26,42052.8,0
13241.64952,19,73584.98,1
20900.49858,16,48287.26,1
13309.2418,25,67867.53,0
30680.45776,18,68562.61,0
36272.91426,13,80135.94,0
29137.1007,23,82571.99,0
24608.41794,19,58997.33,0
35326.62234,21,86868.2,0
30743.22202,8,92393.34,0
22467.99574,26,82078.97,0
19876.95834,22,51097.21,1
12958.40568,23,76746.96,0
25570.80326,14,31126.22,1
13521.67468,23,87421.77,1
9567.5263,20,54789.0,1
43307.3394,17,47870.87,1
15763.4853,18,77192.03,1
28297.02522,24,60215.14,0
16836.91508,19,38926.9,1
32296.23512,16,77690.95,0
30130.06348,12,42749.08,1
34594.37264,22,37562.77,1
25557.92854,21,25479.97,1
23742.59302,26,84121.67,1
21233.63196,18,96223.45,1
20605.98936,17,52092.5,1
18838.93404,12,53350.22,1
20099.04726,26,43823.16,1
28351.74278,23,92956.75,0
584.19042,21,85323.93,0
25060.64248,23,68765.44,0
8140.04172,26,48849.12,0
20931.07604,8,76616.81,0
13330.16322,24,39044.74,1
17385.70002,26,39937.5,1
18454.30178,14,70756.45,1
11363.54974,13,65982.96,1
24507.02952,11,73918.08,0
20869.92112,24,47279.05,0
22223.37606,24,35508.95,1
10338.40016,19,71871.52,1
13595.70432,24,18234.99,1
20908.54528,21,93710.17,1
10544.39568,22,27831.26,1
14125.17718,26,41566.03,1
32930.31508,14,72281.71,0
13647.2032,23,58031.32,1
27642.02384,23,63153.7,0
25918.4207,25,61992.78,0
32846.6294,21,60826.02,0
14575.79238,24,78971.4,0
11717.60454,12,80857.98,0
30928.29612,21,41841.71,1
30883.2346,26,74738.67,0
26195.22718,21,37754.27,1
19704.75896,25,48880.96,1
18615.23578,11,111232.69,1
28754.07778,18,43522.35,1
24717.85306,16,89175.83,0
28704.18824,14,84895.96,0
14157.36398,19,31159.1,1
24001.69676,24,33671.6,1
16381.47186,18,75378.47,0
20770.14204,18,52821.78,0
14873.52028,25,97969.32,1
17195.7979,18,82130.68,0
17865.283339999998,17,69938.01,1
40775.84758,26,60151.71,0
20168.24888,22,90791.51,0
38513.11554,13,69216.95,0
25874.96852,25,51786.56,1
35975.18636,24,85492.67,0
27740.19358,26,78506.26,0
15274.24594,16,44195.14,0
17722.05208,13,83396.53,0
27793.3018,19,97387.88,0
29318.95612,24,11849.57,1
31290.39762,24,65749.97,0
22376.26336,22,57209.28,0
29211.13034,22,22733.76,1
20358.151,19,68274.8,0
29270.67592,14,50935.23,0
21219.1479,22,83821.74,1
17163.6111,11,76443.36,1
21877.36796,16,94356.13,1
24648.65144,23,20653.47,1
32732.36626,26,44063.92,1
30112.36074,14,74128.76,1
21821.04106,26,18239.6,1
21972.31902,22,42592.0,1
25656.09828,17,93973.19,0
16315.48892,26,13019.74,1
28659.12672,16,80643.48,0
10682.79892,26,47153.12,1
19370.01624,23,61161.66,0
32117.59838,26,11053.79,1
18959.63454,26,21895.94,1
17601.35158,24,80450.28,0
21861.27456,25,87141.84,0
11511.60902,20,50261.76,1
27712.8348,18,91365.12,0
18993.43068,24,96716.21,1
11173.64762,25,46222.38,1
21246.50668,20,93889.4,1
22517.88528,23,58691.22,0
14258.7524,17,97824.01,0
17493.5258,16,85152.64,0
43497.24152,22,45171.94,1
13645.593859999999,19,43950.05,0
13273.83632,25,31848.92,1
21262.60008,19,47803.95,0
17723.66142,26,91780.26,0
12609.1789,16,81355.74,1
15694.28368,21,77585.11,0
15243.66848,10,61947.0,0
24888.4431,19,64948.91,0
22987.81256,8,87487.93,0
21156.38364,19,48875.07,0
20929.4667,26,16354.14,1
25968.31024,22,59443.2,0
16104.66538,20,49207.48,1
16629.31022,12,71282.48,1
19289.54924,26,18887.11,1
19872.13032,15,37244.93,1
38022.26684,18,66905.3,0
29090.42984,19,50313.96,0
19410.24974,14,82721.7,1
30076.95526,15,105926.86,1
18349.69468,24,66987.51,1
35733.78536,8,70302.9,0
23044.13946,18,69005.74,1
19178.50478,25,76833.14,0
17372.8253,22,75393.38,0
14448.65452,21,47033.03,1
26489.7364,16,111319.48,1
37605.44778,18,109509.96,0
28260.0104,19,58570.17,1
14625.681919999999,22,80390.26,0
23890.6523,25,29982.33,1
29504.03022,9,49528.74,1
18011.73328,14,96402.43,0
14556.4803,26,27616.01,1
12205.23456,25,55931.97,1
15190.56026,11,111263.35,1
26451.11224,11,101415.11,1
22213.72002,23,59464.51,1
33659.3461,17,73355.27,0
25192.60836,16,45748.06,1
50003.803139999996,21,83686.13,0
33116.99852,22,58200.34,1
18282.1024,8,45010.88,1
12002.45772,25,47584.23,1
20554.49048,18,109009.54,1
20945.5601,26,99045.26,0
28874.77828,15,29868.87,1
27180.14326,26,83735.84,0
18119.55906,18,92916.94,0
18219.33814,20,68956.22,1
16341.23836,13,57027.85,1
25625.52082,26,47064.3,1
10517.0369,9,69811.07,0
19802.9287,22,48412.88,0
23015.17134,26,43033.47,1
14060.80358,21,16599.03,1
28647.86134,25,86069.22,0
31879.41606,22,42491.27,1
29198.25562,16,78235.69,0
31182.57184,20,97741.64,0
14171.84804,24,86830.79,1
9393.71758,20,83896.38,1
12869.89198,24,40088.17,1
24616.46464,17,81708.98,0
13223.94678,19,22289.87,1
13478.2225,26,64637.98,0
19553.481,25,78807.86,1
36342.11588,18,62887.42,0
32894.9096,21,80445.86,0
24827.28818,18,65019.81,0
27310.4998,24,58790.46,1
25791.28284,24,86150.41,0
20525.52236,24,9293.94,1
21042.1205,26,65290.11,1
21782.4169,23,85602.03,0
24275.28456,17,47500.47,1
29412.29784,17,39371.14,1
28556.12896,15,89442.04,0
23488.3173,16,71977.33,0
26212.92992,23,90437.61,0
21542.62524,25,87274.13,1
41646.50052,18,66781.04,0
25176.51496,23,28969.82,1
37977.20532,23,70733.72,0
15551.05242,25,44224.36,1
11707.9485,8,86577.51,0
21830.6971,20,58802.03,1
21988.41242,25,25487.71,1
18108.29368,16,86716.05,1
35389.3866,23,80774.07,0
28752.46844,13,97830.91,0
22104.2849,25,36007.16,1
31367.64594,19,79193.58,0
16572.98332,22,33276.52,1
21759.88614,20,40890.38,1
21985.19374,22,83537.38,0
25007.53426,25,95702.51,0
28623.72124,19,68048.91,0
10740.73516,25,98997.7,0
25052.59578,25,32612.92,1
22942.75104,14,77546.13,0
27682.25734,26,56317.72,1
15813.37484,26,27282.65,1
27022.42794,16,55897.76,0
26616.87426,10,109411.39,0
31877.80672,19,24570.35,1
15893.84184,21,90319.67,1
16756.44808,26,39623.16,1
20245.4972,25,101462.86,1
32185.19066,12,90201.92,1
27547.07278,23,74199.69,0
15065.03174,19,35655.12,1
13162.79186,21,83046.1,0
12774.94092,18,92798.09,1
22775.37968,7,108172.3,1
26212.92992,19,89275.96,0
32154.6132,21,47098.18,1
35679.0678,17,68341.83,0
14265.18976,24,67102.04,0
20942.34142,23,74605.62,0
20197.217,23,63034.22,1
20543.2251,18,92265.13,0
29323.78414,23,48439.62,0
31938.96164,22,34519.9,1
20387.11912,24,16465.29,1
15171.24818,15,25203.52,1
17413.0588,17,76870.85,0
20261.5906,13,96976.24,0
20474.02348,22,58494.81,1
20348.49496,19,42059.07,1
36169.9165,18,83687.69,0
17096.01882,26,78917.4,1
19608.19856,25,57166.83,1
21502.39174,10,69991.35,0
38017.43882,20,55854.88,0
20614.03606,16,32300.81,1
17083.1441,13,90582.0,1
23375.6635,13,44307.55,1
9475.79392,17,95932.04,0
24051.5863,21,89718.57,1
9052.5375,18,67155.02,0
20808.7662,16,39834.33,1
16643.79428,22,111667.86,1
14067.24094,19,74488.52,0
38102.73384,21,53082.76,0
16117.5401,26,53241.97,0
44844.2591,14,51258.26,1
